CUST_ID, BALANCE , BALANCE_FREQUENCY , PURCHASES , ONEOFF_PURCHASES , INSTALLMENTS_PURCHASES , CASH_ADVANCE , PURCHASES_FREQUENCY , ONEOFF_PURCHASES_FREQUENCY , PURCHASES_INSTALLMENTS_FREQUENCY , CASH_ADVANCE_FREQUENCY , CASH_ADVANCE_TRX , PURCHASES_TRX , CREDIT_LIMIT , PAYMENTS , MINIMUM_PAYMENTS ,PRC_FULL_PAYMENT,TENURE
C18329,16.18,0.36,95.55,    ,95.55,    ,0.25,    ,0.25,    ,    ,3,"1,000.00",136.96,59.91,0,12
C18330,259.22,0.82,"2,844.30",544.3,"2,300.00",    ,0.67,0.33,0.42,    ,    ,12,"2,500.00","2,733.78",165.19,0.166667,12
C18331,"1,355.98",0.73,51.41,    ,51.41,"3,213.89",0.08,    ,0.08,0.25,7,1,"3,500.00",384.86,654.86,0,12
C18332,10.27,0.82,141.24,    ,141.24,    ,1,    ,1,    ,    ,12,"3,000.00",121.9,96.84,0.2,12
C18333,134.62,0.82,648.9,648.9,    ,295.66,0.25,0.25,    ,0.17,2,5,"1,200.00",468.62,156.72,0.25,12
C18334,14.77,0.27,160,    ,160,    ,0.18,    ,0.09,    ,    ,2,"1,800.00",377.04,210.24,1,11
C18335,23.69,0.45,165.57,165.57,    ,    ,0.17,0.17,    ,    ,    ,2,"3,500.00",460.21,117.08,1,12
C18336,23.13,0.73,213.95,    ,213.95,    ,0.58,    ,0.58,    ,    ,7,"2,000.00",299.51,120.23,0.888889,12
C18337,888.41,1,347.7,    ,347.7,    ,0.75,    ,0.75,    ,    ,9,"1,000.00",300.87,444.17,0,12
C18338,779.55,1,412.55,    ,412.55,214.23,0.75,    ,0.75,0.08,2,9,"4,000.00","1,793.40",207.77,0.083333,12
C18339,"3,278.98",1,    ,    ,    ,"4,431.59",    ,    ,    ,0.25,3,    ,"4,500.00","3,810.10","1,202.98",0.083333,12
C18340,"1,356.79",1,    ,    ,    ,"1,397.22",    ,    ,    ,0.75,23,    ,"2,500.00",461.6,519.47,0,12
C18341,"1,301.81",1,    ,    ,    ,101.77,    ,    ,    ,0.08,1,    ,"1,400.00",401.39,418.77,0,12
C18342,"1,857.96",1,    ,    ,    ,"1,005.29",    ,    ,    ,0.33,13,    ,"2,500.00",288.46,814.42,0,12
C18343,131.29,1,359.44,    ,359.44,    ,0.67,    ,0.67,    ,    ,8,"1,500.00",291.58,165.88,0.083333,12
C18344,916.75,1,246.82,    ,246.82,925.95,1,    ,0.92,0.17,8,19,"1,200.00","1,411.98",631.51,0,12
C18345,59.83,0.73,532.68,    ,532.68,39.33,0.67,    ,0.67,0.08,1,8,"6,000.00",642.93,115.36,0.272727,12
C18346,12.66,0.36,166.32,    ,166.32,    ,0.33,    ,0.25,    ,    ,4,"2,500.00",420.05,220.62,1,12
C18347,"1,726.04",1,"1,065.65","1,065.65",    ,"3,004.99",0.33,0.33,    ,0.5,18,9,"3,000.00","5,807.68",830.74,0.083333,12
C18348,"1,430.68",1,"1,916.04",656.6,"1,259.44",181.35,1,0.33,1,0.17,2,38,"1,800.00","1,625.67",635.44,0,12
C18349,38.92,1,564,    ,564,    ,1,    ,1,    ,    ,12,"2,000.00",551.5,179.31,1,12
C18350,955.18,1,498.96,    ,498.96,    ,1,    ,1,    ,    ,12,"1,000.00",764.6,785.94,0,12
C18351,"1,723.73",1,    ,    ,    ,"1,043.26",    ,    ,    ,0.33,5,    ,"2,200.00",428.24,574.8,0,12
C18352,54.27,0.45,"2,071.92","2,071.92",    ,    ,0.5,0.5,    ,    ,    ,13,"9,000.00","1,241.53",59.6,0,12
C18353,945.79,1,253.31,253.31,    ,152.28,0.33,0.33,    ,0.08,2,4,"1,000.00",676.5,536.3,0,12
C18354,135.84,0.18,"1,111.40","1,111.40",    ,    ,0.17,0.17,    ,    ,    ,2,"1,050.00","4,121.58",139.89,0,12
C18355,930.66,1,300.05,    ,300.05,    ,0.75,    ,0.75,    ,    ,9,"1,200.00",513.06,330.42,0,12
C18356,21.18,0.36,431.7,151.7,280,    ,0.33,0.08,0.25,    ,    ,5,"3,000.00",592.24,162.94,1,12
C18357,32,0.33,    ,    ,    ,136.76,    ,    ,    ,0.17,1,    ,500,    ,,0,6
C18358,"1,255.21",0.88,    ,    ,    ,"3,833.04",    ,    ,    ,0.38,8,    ,"2,000.00","2,793.26",931.11,0,8
C18359,"1,673.48",0.83,    ,    ,    ,"2,268.36",    ,    ,    ,0.33,4,    ,"2,500.00",333.98,319.09,0,6
C18360,"3,399.28",1,    ,    ,    ,"2,639.93",    ,    ,    ,0.25,8,    ,"7,000.00",762.56,703.04,0,12
C18361,"1,411.10",1,270,    ,270,711.49,0.83,    ,0.83,0.25,3,10,"1,500.00","1,279.53",902.25,0,12
C18362,226.31,0.36,    ,    ,    ,788.24,    ,    ,    ,0.17,3,    ,"1,200.00",184.7,217.49,0,12
C18363,"1,179.61",1,    ,    ,    ,73.63,    ,    ,    ,0.08,1,    ,"1,200.00",352.45,281.68,0,12
C18364,43.41,0.82,520.65,112,408.65,    ,0.82,0.09,0.64,    ,    ,10,"2,000.00",515.76,132.36,0.333333,11
C18365,"1,671.32",0.9,    ,    ,    ,970.62,    ,    ,    ,0.5,10,    ,"2,000.00",436.68,473.6,0,10
C18366,"1,193.34",1,311.45,149.15,162.3,"1,199.53",0.83,0.25,0.67,0.5,8,13,"2,500.00",632.55,413.2,0,12
C18367,"2,483.74",0.9,    ,    ,    ,"2,923.89",    ,    ,    ,0.1,1,    ,"3,500.00",312.47,"1,138.18",0,10
C18368,"1,980.10",1,926.06,804.06,122,"2,700.52",0.92,0.33,0.75,0.83,21,27,"4,000.00",738.73,671.27,0,12
C18369,"2,000.76",1,801.77,801.77,    ,    ,0.25,0.25,    ,    ,    ,5,"3,000.00",538.12,545.14,0,12
C18370,"2,495.26",0.91,89.9,89.9,    ,"5,290.39",0.09,0.09,    ,0.36,13,1,"6,000.00",582.34,640.01,0,11
C18371,"7,215.20",1,    ,    ,    ,"7,275.72",    ,    ,    ,0.17,1,    ,"7,500.00",809.18,"1,639.24",0,6
C18372,8.09,0.36,515,    ,515,    ,0.83,    ,0.75,    ,    ,17,"3,000.00",399.46,14.57,0,12
C18373,31.08,0.64,138.04,    ,138.04,    ,0.58,    ,0.5,    ,    ,7,"2,700.00",65.13,141.72,0,12
C18374,"1,276.49",0.83,65.8,65.8,    ,"4,422.78",0.17,0.17,    ,0.5,6,2,"2,500.00","3,533.03",474.86,0,6
C18375,184.58,1,408.36,    ,408.36,    ,1,    ,1,    ,    ,12,"1,000.00",294.89,239.74,0,12
C18376,5.61,0.09,114,114,    ,    ,0.08,0.08,    ,    ,    ,2,"4,000.00",434.8,57.3,0,12
C18377,6.26,0.55,35,35,    ,18.28,0.08,0.08,    ,0.08,1,1,"1,000.00",110.32,59.48,0.333333,12
C18378,2.67,0.33,    ,    ,    ,91.85,    ,    ,    ,0.11,2,    ,"1,200.00",288.42,45.3,1,9
C18379,135.36,0.82,"1,592.57","1,132.05",460.52,    ,0.75,0.67,0.5,    ,    ,28,300,"1,907.28",197.51,0.875,12
C18380,520.08,0.73,    ,    ,    ,"2,209.49",    ,    ,    ,0.33,22,    ,"2,000.00","3,266.50",186.87,0.285714,12
C18381,"1,036.24",1,365.9,    ,365.9,    ,0.75,    ,0.75,    ,    ,9,"1,000.00",695.25,829.47,0,12
C18382,"1,095.18",1,459,459,    ,"1,972.44",0.17,0.17,    ,0.25,5,5,"3,000.00",805.92,310.11,0,12
C18383,995.32,1,127.49,90.7,36.79,18.2,0.25,0.17,0.08,0.08,1,4,"1,000.00",458.94,491.78,0,12
C18384,472.69,0.82,"1,556.32","1,223.00",333.32,"1,083.58",0.5,0.25,0.25,0.33,10,8,"1,500.00","1,439.75",835.16,0,12
C18385,"1,111.11",1,608.75,466.83,141.92,    ,0.58,0.33,0.25,    ,    ,8,"1,200.00",372.62,331.45,0,12
C18386,221.12,0.73,117.5,    ,117.5,271.78,0.91,    ,0.91,0.09,1,10,"1,200.00",628.18,121.14,0,11
C18387,387.16,0.91,269.93,269.93,    ,"1,838.28",0.25,0.25,    ,0.17,2,6,"4,000.00","5,728.32",210.16,0.222222,12
C18388,169.82,1,"1,578.12",135,"1,443.12",    ,1,0.29,0.86,    ,    ,9,"1,000.00","1,225.62",102.69,0.166667,7
C18389,    ,    ,136.71,    ,136.71,    ,0.17,    ,0.17,    ,    ,2,"3,000.00",311.67,,0,12
C18390,47,0.27,    ,    ,    ,"2,370.68",    ,    ,    ,0.17,2,    ,"3,500.00","5,679.77",82.58,0,12
C18391,"2,006.45",1,219.97,    ,219.97,308.93,0.75,    ,0.75,0.17,2,9,"2,000.00",529.97,823.9,0,12
C18392,14.43,0.73,200,    ,200,    ,0.67,    ,0.67,    ,    ,8,"3,000.00",291.22,149.58,0.375,12
C18393,8.84,0.18,116.68,    ,116.68,    ,0.17,    ,0.17,    ,    ,2,"3,000.00",677.98,123.11,0.666667,12
C18394,189.5,1,"1,802.93",813.55,989.38,258.95,0.92,0.42,0.83,0.17,5,35,"1,000.00","1,273.82",135.99,0.583333,12
C18395,117.06,1,154,    ,154,    ,0.92,    ,0.92,    ,    ,11,"1,500.00",297.35,162.07,0.090909,12
C18396,42.06,1,774.37,    ,774.37,    ,1,    ,1,    ,    ,19,"3,000.00",664.96,66.35,0.333333,12
C18397,266.52,1,"1,651.12",909.45,741.67,    ,0.92,0.5,0.83,    ,    ,31,"2,000.00","1,098.57",164.31,0.181818,12
C18398,41.39,0.36,194.57,194.57,    ,    ,0.17,0.17,    ,    ,    ,2,"2,200.00",470.43,170,0,12
C18399,147.15,1,356.68,    ,356.68,    ,1,    ,1,    ,    ,16,"2,700.00",385.27,167.73,0,12
C18400,763.23,0.9,    ,    ,    ,"1,948.07",    ,    ,    ,0.5,48,    ,"1,200.00","1,223.75",263.76,0.125,10
C18401,"1,606.88",1,"1,863.48","1,302.00",561.48,    ,0.67,0.08,0.67,    ,    ,20,"6,500.00",698.65,328.15,0,12
C18402,168.6,1,"1,949.73","1,243.45",706.28,"2,768.26",1,0.92,0.67,0.83,33,62,"2,000.00","4,706.34",114.61,0.916667,12
C18403,"1,333.90",1,356.77,45.65,333.34,"1,107.82",1,0.08,1,0.08,4,14,"3,500.00","1,202.24",405.28,0,12
C18404,41.62,0.45,102,102,    ,    ,0.17,0.17,    ,    ,    ,5,"1,000.00",278.02,41.43,0,12
C18405,"1,021.33",1,300,    ,300,    ,0.83,    ,0.83,    ,    ,10,"1,000.00",516.6,"1,127.58",0,12
C18406,"1,047.17",1,450,    ,450,    ,0.67,    ,0.67,    ,    ,12,"1,000.00",503.7,"1,256.71",0,12
C18407,"1,829.84",1,    ,    ,    ,853.59,    ,    ,    ,0.36,6,    ,"2,000.00",383.43,387.53,0,11
C18408,772.65,0.88,    ,    ,    ,970.37,    ,    ,    ,0.13,1,    ,"2,500.00",125.86,209,0,8
C18409,114.3,0.91,994.54,249.54,745,    ,0.83,0.33,0.75,    ,    ,18,"1,000.00","1,099.57",163.76,0.444444,12
C18410,12.04,0.36,100,    ,100,    ,0.18,    ,0.18,    ,    ,2,"3,000.00",406.87,80.08,0.333333,11
C18411,    ,    ,52.5,    ,52.5,    ,0.42,    ,0.42,    ,    ,5,"3,000.00",57.51,,0,12
C18412,785.2,1,"1,207.42","1,207.42",    ,    ,0.58,0.58,    ,    ,    ,21,"1,200.00",374.23,294.57,0,12
C18413,"1,056.99",1,    ,    ,    ,"1,388.22",    ,    ,    ,0.42,10,    ,"2,000.00",834.11,276.34,0,12
C18414,0.44,0.18,6.9,6.9,    ,    ,0.08,0.08,    ,    ,    ,1,"8,500.00",4.52,4.76,0,12
C18415,737.78,1,107.94,107.94,    ,"2,723.36",0.17,0.17,    ,0.5,14,1,"1,500.00","1,484.75",184.38,0.2,6
C18416,219.75,1,"1,208.38",    ,"1,208.38",    ,0.83,    ,0.83,    ,    ,10,"1,000.00","1,256.08",187.61,0.083333,12
C18417,"1,135.54",1,"1,148.47","1,132.59",15.88,    ,0.42,0.42,0.08,    ,    ,27,"1,450.00","1,089.19",275.1,0,12
C18418,247.14,1,245,245,    ,    ,0.08,0.08,    ,    ,    ,1,500,    ,,0,12
C18419,"1,140.67",1,438.83,    ,438.83,631.33,1,    ,1,0.17,2,18,"1,800.00",807.66,428.42,0,12
C18420,"2,692.12",1,594.7,594.7,    ,346.33,0.42,0.42,    ,0.25,4,12,"3,500.00","4,207.72","1,430.85",0.083333,12
C18421,19.3,1,210,    ,210,    ,1,    ,1,    ,    ,12,"1,000.00",296.47,159.04,0.5,12
C18422,22.06,1,208.8,    ,208.8,    ,1,    ,1,    ,    ,12,"1,000.00",205.11,172.11,0.25,12
C18423,411.06,1,    ,    ,    ,988.12,    ,    ,    ,0.33,7,    ,500,"1,027.32",220.51,0.090909,12
C18424,"1,990.48",0.82,55,55,    ,"5,807.43",0.09,0.09,    ,0.27,6,1,"3,500.00","3,170.51",759.52,0,11
C18425,171.4,1,755.5,    ,755.5,    ,1,    ,1,    ,    ,35,"2,700.00",845.86,161.59,0,12
C18426,974.75,1,    ,    ,    ,998.9,    ,    ,    ,0.42,5,    ,"1,200.00","1,274.71",279.06,0,12
C18427,"1,437.55",1,    ,    ,    ,154.53,    ,    ,    ,0.08,1,    ,"3,000.00",406.05,406.17,0,12
C18428,492.95,1,    ,    ,    ,"1,826.58",    ,    ,    ,1,27,    ,"2,500.00","1,675.26",162.46,0.375,10
C18429,758.12,0.73,837.44,    ,837.44,    ,1,    ,1,    ,    ,22,"1,000.00","2,198.99","6,521.09",0,12
C18430,482.03,1,106.47,    ,106.47,    ,0.5,    ,0.5,    ,    ,9,"2,500.00",184.17,179.41,0,12
C18431,419.22,0.45,    ,    ,    ,"1,117.23",    ,    ,    ,0.17,5,    ,"1,200.00",182.36,267.41,0,12
C18432,0.23,0.13,60,60,    ,    ,0.13,0.13,    ,    ,    ,1,"1,500.00",438.74,,0,8
C18433,57.12,0.45,27.79,27.79,    ,381.17,0.08,0.08,    ,0.08,1,1,"4,500.00","1,215.97",99.95,1,12
C18434,61.21,0.91,280.83,    ,280.83,    ,0.91,    ,0.91,    ,    ,11,"1,500.00",191.39,159.73,0,11
C18435,"4,436.56",1,"6,005.90","5,838.38",167.52,567.97,1,0.58,0.92,0.08,1,61,"10,500.00","1,650.43","1,067.52",0,12
C18436,798.75,1,233.16,    ,233.16,779.36,0.25,    ,0.17,0.33,7,3,"1,500.00","1,701.39",327.17,0,12
C18437,"5,658.67",1,740.89,    ,740.89,"4,599.30",0.58,    ,0.58,0.17,5,7,"11,000.00","1,328.42","1,851.57",0,12
C18438,"1,105.18",1,200,200,    ,    ,0.08,0.08,    ,    ,    ,1,"1,200.00",308.24,725.82,0,12
C18439,20.6,0.55,289.78,    ,289.78,    ,0.42,    ,0.42,    ,    ,5,"2,700.00",342.44,82.36,0.363636,12
C18440,435.52,1,27.22,27.22,    ,    ,0.08,0.08,    ,    ,    ,1,500,160.54,220.94,0,12
C18441,11.39,1,201.52,    ,201.52,    ,0.92,    ,0.92,    ,    ,11,"4,000.00",210.44,71.7,0.9,12
C18442,"1,058.73",0.57,191,191,    ,"1,639.83",0.14,0.14,    ,0.14,2,2,"2,000.00",171.04,354.53,0,7
C18443,"2,732.73",0.73,374.95,374.95,    ,"3,998.67",0.17,0.17,    ,0.33,43,7,"5,000.00","2,056.18","1,781.66",0,12
C18444,22,1,343.75,    ,343.75,    ,0.92,    ,0.92,    ,    ,22,"4,000.00",337.02,154.94,0.909091,12
C18445,176.99,0.27,763.71,763.71,    ,    ,0.08,0.08,    ,    ,    ,1,"1,200.00",314.6,166.36,0,12
C18446,12.11,0.27,    ,    ,    ,625.98,    ,    ,    ,0.17,2,    ,"1,000.00",680.02,14.85,0.090909,12
C18447,"3,553.33",0.88,627.81,130,497.81,"4,863.88",0.88,0.13,0.75,0.75,14,25,"5,000.00",891.26,"1,026.83",0,8
C18449,51.09,0.82,140.75,    ,140.75,    ,0.42,    ,0.42,    ,    ,5,"1,000.00",347.24,238.81,0.111111,12
C18450,161.93,0.33,"1,427.83","1,427.83",    ,    ,0.33,0.33,    ,    ,    ,12,"14,000.00",    ,,0,6
C18451,8.25,0.36,    ,    ,    ,74.91,    ,    ,    ,0.08,1,    ,"4,000.00",323.53,64.84,0.5,12
C18452,514.17,1,45.65,45.65,    ,    ,0.08,0.08,    ,    ,    ,1,"1,000.00",103.95,"1,879.24",0,12
C18453,404.32,1,176,    ,176,    ,0.42,    ,0.42,    ,    ,5,"1,000.00",157.64,193.24,0,12
C18454,64.47,0.73,200.02,    ,200.02,    ,0.25,    ,0.25,    ,    ,3,"1,200.00",442.33,170.88,0.222222,12
C18455,61.63,1,457.31,    ,457.31,    ,1,    ,0.88,    ,    ,9,"1,500.00",364.25,112.08,0.666667,8
C18456,535.93,1,    ,    ,    ,562.96,    ,    ,    ,0.17,2,    ,"1,200.00",598.92,306.06,0,12
C18457,691.18,1,439.92,    ,439.92,    ,1,    ,1,    ,    ,12,"1,000.00",163,328.47,0,12
C18458,"2,144.04",1,    ,    ,    ,"14,127.47",    ,    ,    ,0.42,23,    ,"3,500.00","12,571.81",525.17,0.3,12
C18459,155.3,1,449.18,214,235.18,    ,0.45,0.18,0.27,    ,    ,7,"1,800.00",328.11,194.85,0,11
C18460,536.43,1,"3,302.01","2,423.42",878.59,    ,0.83,0.58,0.5,    ,    ,28,"2,000.00","3,195.66",207.88,0.25,12
C18461,"3,838.46",1,230.22,    ,230.22,"3,816.47",1,    ,0.89,0.22,7,9,"4,000.00",601.63,"2,027.08",0,9
C18462,20.12,0.67,212.82,    ,212.82,    ,0.67,    ,0.5,    ,    ,5,"2,500.00",193.71,85.79,1,6
C18463,876.69,1,    ,    ,    ,"1,089.71",    ,    ,    ,0.17,3,    ,"1,000.00","1,385.76",329.5,0.083333,12
C18464,792.35,0.56,    ,    ,    ,"1,795.08",    ,    ,    ,0.44,13,    ,"2,000.00",219.6,286.45,0,9
C18465,12.09,1,    ,    ,    ,39.16,    ,    ,    ,0.08,1,    ,"1,000.00",50.47,51.16,0.111111,12
C18466,56.14,1,555.1,112,443.1,    ,0.92,0.08,0.92,    ,    ,39,"2,700.00",527.82,165.12,0.583333,12
C18467,43.44,1,194.1,    ,194.1,    ,0.83,    ,0.75,    ,    ,10,"3,000.00",123.28,153.5,0.083333,12
C18468,59.7,0.64,674.68,    ,674.68,    ,0.58,    ,0.5,    ,    ,13,"1,000.00",810.81,195.62,1,12
C18469,94.6,1,816,    ,816,    ,1,    ,1,    ,    ,12,"2,500.00",694.05,154.94,0.416667,12
C18470,22.43,0.45,340.5,119,221.5,    ,0.42,0.08,0.42,    ,    ,6,"2,500.00",413.03,97.44,0.4,12
C18471,386.69,1,    ,    ,    ,290.59,    ,    ,    ,0.33,7,    ,500,617.8,203.24,0.083333,12
C18472,"2,149.21",0.91,    ,    ,    ,"1,114.32",    ,    ,    ,0.18,2,    ,"3,000.00","3,230.18","12,748.98",0,11
C18473,65,1,550,    ,550,    ,0.92,    ,0.92,    ,    ,11,"2,500.00",501.66,178.82,0.583333,12
C18474,190.57,1,620.64,219,401.64,    ,1,0.08,1,    ,    ,13,"2,500.00",412.13,163.2,0.166667,12
C18475,970.6,1,    ,    ,    ,"1,381.57",    ,    ,    ,0.25,5,    ,"1,700.00",674.55,357.21,0,12
C18476,24.99,1,292.5,292.5,    ,    ,0.83,0.83,    ,    ,    ,11,"2,000.00",309.29,193.84,0.833333,12
C18477,383.97,1,"3,552.44","3,552.44",    ,    ,0.92,0.92,    ,    ,    ,42,"10,500.00","3,446.29",228.64,1,12
C18478,"1,004.94",0.55,150.45,50.37,100.08,"1,891.65",0.36,0.09,0.18,0.09,2,4,"5,000.00",435.06,454.54,0,11
C18479,"3,748.68",1,967.5,217.5,750,"4,420.35",0.5,0.08,0.33,0.5,12,6,"4,000.00","2,036.15","2,006.98",0,12
C18480,331.11,1,"3,816.00",    ,"3,816.00",    ,1,    ,1,    ,    ,12,"2,350.00","3,234.03","1,024.83",0.25,12
C18481,2.94,0.64,40.7,40.7,    ,    ,0.17,0.17,    ,    ,    ,2,"3,500.00",29.25,18.57,0,12
C18482,104.69,1,783.24,    ,783.24,    ,1,    ,1,    ,    ,12,"2,700.00",734.36,201.32,0.666667,12
C18483,31.07,1,234.58,    ,234.58,    ,1,    ,1,    ,    ,24,"2,000.00",224.63,155.92,0.416667,12
C18484,109.01,1,749.18,    ,749.18,    ,0.83,    ,0.83,    ,    ,10,"1,000.00",922.63,165.86,0.727273,12
C18485,385.85,0.25,    ,    ,    ,"2,397.76",    ,    ,    ,0.25,5,    ,"2,500.00",    ,,0,8
C18486,"1,209.03",1,103.91,103.91,    ,"5,910.81",0.08,0.08,    ,0.42,8,1,"2,500.00","5,904.06",397.7,0.083333,12
C18487,"2,837.96",1,898.2,898.2,    ,958.26,0.42,0.42,    ,0.42,5,10,"5,000.00",641.18,659.26,0,12
C18488,"1,929.07",1,    ,    ,    ,973.83,    ,    ,    ,0.17,2,    ,"2,500.00",786.01,513.33,0,12
C18489,324.48,0.5,    ,    ,    ,"1,156.87",    ,    ,    ,0.5,13,    ,"2,500.00",    ,,0,6
C18490,597.18,1,517,    ,517,"2,446.86",0.5,    ,0.42,0.17,2,6,"1,500.00","2,119.84",373.02,0.166667,12
C18491,468.02,1,488.93,236.13,252.8,132.15,0.83,0.33,0.75,0.25,6,14,"1,000.00",722.96,163.68,0,12
C18492,223.82,0.8,"1,176.72",869.81,306.91,98.22,0.7,0.5,0.5,0.3,4,31,300,"1,074.23",395.33,0,10
C18493,"2,757.10",1,"1,533.04",384.04,"1,149.00",686.79,0.5,0.08,0.42,0.17,2,7,"3,000.00",767.85,"8,608.53",0,12
C18494,44.54,0.64,446.62,88.47,358.15,    ,0.58,0.08,0.42,    ,    ,9,"4,000.00",734.82,190.91,0.8,12
C18495,"1,410.91",1,698.88,    ,698.88,948.85,1,    ,1,0.17,8,12,"1,200.00",79.58,"11,795.28",0.083333,12
C18496,219.71,1,586.64,    ,586.64,    ,1,    ,0.88,    ,    ,8,"1,000.00",156.94,165.55,0,8
C18497,"2,075.87",1,    ,    ,    ,996.28,    ,    ,    ,0.17,2,    ,"2,500.00",482.26,543.58,0,12
C18498,84.99,0.4,280,280,    ,    ,0.1,0.1,    ,    ,    ,1,"2,500.00",374.04,136.96,0,10
C18499,48.49,0.82,261.81,    ,261.81,    ,0.67,    ,0.5,    ,    ,8,"1,000.00",231.48,156.32,0,12
C18500,"1,228.22",1,836.4,    ,836.4,382.16,1,    ,1,0.08,1,24,"1,400.00","1,163.70",758.12,0,12
C18501,"1,174.25",0.83,233.54,233.54,    ,"1,664.22",0.33,0.33,    ,0.5,6,5,"2,000.00",185.82,206,0,6
C18502,991.12,0.83,    ,    ,    ,"1,341.45",    ,    ,    ,0.33,2,    ,"1,500.00",204.79,160.33,0,6
C18503,"1,142.30",1,    ,    ,    ,175.92,    ,    ,    ,0.33,5,    ,"1,200.00",454.16,418.98,0,12
C18504,"1,056.79",1,    ,    ,    ,"3,291.52",    ,    ,    ,0.67,17,    ,"3,000.00","2,794.94",339.7,0.166667,12
C18505,"4,302.77",0.86,    ,    ,    ,"5,875.40",    ,    ,    ,0.14,5,    ,"6,000.00",384.04,"1,966.52",0,7
C18506,279.81,1,399.9,    ,399.9,    ,1,    ,0.92,    ,    ,14,"1,000.00",538.66,195.43,0,12
C18507,54.6,1,832.68,    ,832.68,    ,1,    ,1,    ,    ,12,"2,000.00",811.76,75.01,0.333333,12
C18508,"2,323.50",1,66,66,    ,"1,750.39",0.08,0.08,    ,0.58,14,1,"3,000.00",663.17,539.59,0,12
C18509,997.78,1,    ,    ,    ,56.55,    ,    ,    ,0.17,2,    ,"1,200.00",729.64,347.03,0,12
C18510,96.7,1,"1,052.28",    ,"1,052.28",    ,1,    ,1,    ,    ,23,"2,000.00",930.2,180.4,0.833333,12
C18511,39.03,0.89,158.96,    ,158.96,    ,0.89,    ,0.78,    ,    ,8,"1,500.00",117.45,122.76,0,9
C18512,71.98,1,459.49,    ,459.49,    ,1,    ,1,    ,    ,13,"1,000.00",396.59,178.18,0.666667,12
C18513,"2,537.34",1,"2,286.06","1,508.89",777.17,769.99,1,0.67,0.92,0.17,3,49,"4,000.00",520.41,858.65,0,12
C18514,14.67,0.45,108.85,108.85,    ,    ,0.33,0.33,    ,    ,    ,4,"1,000.00",170.38,137.06,0,12
C18515,66.05,0.45,674.67,674.67,    ,    ,0.42,0.42,    ,    ,    ,8,600,538.05,167.18,1,12
C18516,190.1,1,561.99,    ,561.99,    ,1,    ,1,    ,    ,14,"1,000.00",372.86,195.13,0,12
C18517,"3,380.52",1,"1,012.31","1,012.31",    ,"3,294.77",0.56,0.56,    ,0.33,17,27,"4,000.00",714.21,"2,405.60",0,9
C18518,229.27,0.36,    ,    ,    ,751.96,    ,    ,    ,0.08,1,    ,"1,200.00",12.77,312.97,0,12
C18519,"2,473.18",1,    ,    ,    ,"1,462.36",    ,    ,    ,0.42,9,    ,"3,000.00",703.76,582.5,0,12
C18520,26.63,1,199.2,    ,199.2,    ,1,    ,1,    ,    ,12,"2,700.00",177.88,137.21,0.181818,12
C18521,19.16,1,638.08,    ,638.08,    ,1,    ,1,    ,    ,12,"2,500.00",639.81,170.72,1,12
C18522,"2,271.91",1,    ,    ,    ,"1,253.40",    ,    ,    ,0.58,9,    ,"2,500.00","1,359.00",632.61,0,12
C18523,"1,973.03",1,    ,    ,    ,"2,009.58",    ,    ,    ,0.67,6,    ,"2,000.00",325.37,476.3,0,9
C18524,29.04,0.91,289.63,    ,289.63,    ,1,    ,0.91,    ,    ,11,"1,000.00",243.42,88,0,11
C18525,935.04,1,"1,000.00","1,000.00",    ,    ,0.08,0.08,    ,    ,    ,1,"1,200.00",204.11,215.71,0,12
C18526,863.82,1,145.81,    ,145.81,315.65,0.58,    ,0.5,0.08,1,7,"1,000.00",520.57,"1,598.73",0,12
C18527,"2,128.84",1,    ,    ,    ,"2,474.14",    ,    ,    ,0.08,1,    ,"5,000.00",895.11,582.61,0,12
C18528,"1,299.03",1,731.45,74.23,657.22,"2,823.61",1,0.14,0.86,0.57,16,11,"1,500.00","2,296.98","1,066.29",0.166667,7
C18529,"2,066.76",1,421.12,421.12,    ,"2,099.57",0.08,0.08,    ,0.33,26,1,"2,500.00",701.56,"1,397.32",0,12
C18530,"6,008.91",0.78,    ,    ,    ,"8,304.47",    ,    ,    ,0.33,9,    ,"9,000.00","1,279.30","1,404.89",0,9
C18531,"1,420.68",1,"1,379.12",420.54,958.58,346.1,0.92,0.25,0.92,0.33,5,26,"1,500.00","1,439.44","1,159.79",0,12
C18532,"1,304.67",1,938.95,839.95,99,718.24,0.88,0.75,0.63,0.25,3,19,"6,000.00",397.56,221.77,0,8
C18533,42.2,0.91,655.73,197.39,458.34,    ,1,0.08,0.92,    ,    ,12,500,459.16,96.55,0.5,12
C18534,420.35,1,"3,986.24",833.24,"3,153.00",    ,1,0.17,1,    ,    ,22,"1,500.00","3,100.02",202.85,0.666667,12
C18535,636.56,0.67,202.77,181.61,21.16,"1,148.57",0.5,0.33,0.17,0.5,9,5,"1,500.00",76.57,128.45,0,6
C18536,"2,648.24",1,    ,    ,    ,"10,458.98",    ,    ,    ,1,123,    ,"4,000.00","9,818.53",665.89,0,12
C18537,174.91,0.83,    ,    ,    ,721.16,    ,    ,    ,0.33,3,    ,"1,500.00",221.86,82.95,0,6
C18538,"1,016.52",0.91,44,44,    ,"1,069.45",0.08,0.08,    ,0.17,4,1,"1,200.00",54.98,"4,080.47",0,12
